"","weights","x"
"1",292.161013648655,0
"2",84.0782874577391,0
"3",21448.6779711706,0
"4",2.78851357911434,0
"5",482106.409178858,0
"6",2737.20480488262,0
"7",56581.7912117599,0
"8",23427.1510260702,0
"9",1012.09474300425,0
"10",3607.43009264461,0
"11",28.8860684214489,0
"12",110.031812908125,0
"13",7.6049833735314,0
"14",311.112315123628,0
"15",13198.6454119509,0
"16",265003782.545684,0
"17",2024.47694128375,0
"18",40.0656069173396,0
"19",4.83421166050449,0
"20",20.9783828501851,0
"21",9.08548598265548,0
"22",1071010.29016747,0
"23",625.126498393845,0
"24",197640.976700325,0
"25",39747.7866491075,0
"26",26.6050260325698,0
"27",1780121.2850577,0
"28",8652.06998367903,0
"29",295.404986317055,0
"30",191.267026667167,0
"31",38.0582209985345,0
"32",8.38379307908107,0
"33",14788834.9671192,0
"34",6796.74504544574,0
"35",152950.909635322,0
"36",58.9365983133592,0
"37",6.34332633055563,0
"38",10.4878805863228,0
"39",358418.540463419,0
"40",1.57987073651483,0
"41",99.2466506626971,0
"42",4390739.31614172,0
"43",27.0029154003697,0
"44",1.7144479050891,0
"45",20964.9617349079,0
"46",12.6843101940863,0
"47",6.25390696064846,0
"48",17036889913.7885,0
"49",366.763811946055,0
"50",317695.669041382,0
"51",18.7028308527999,0
"52",10196111.919622,0
"53",58.7423557812617,0
"54",94.0627987932613,0
"55",1238.70547486463,0
"56",Inf,0
"57",31.9759610880053,0
"58",7.80927783883928,0
"59",32424.0612674752,0
"60",11066694.202276,0
"61",22.6197763113447,0
"62",5692.06484243888,0
"63",229.089774803776,0
"64",12.3586246628301,0
"65",5.66688650356462,0
"66",187493739690.695,0
"67",132.672675190238,0
"68",31897804.5943948,0
"69",132331.244193614,0
"70",8.05847699306873,0
"71",12258811.2904698,0
"72",5488.06037545326,0
"73",7094.91210441059,0
"74",272.87211617774,0
"75",1338855.18612529,0
"76",23.4424682501192,0
"77",335.287010410405,0
"78",17.7848626617337,0
"79",116.483607495215,0
"80",482.267405478771,0
"81",1270.40909800688,0
"82",1053774.49477293,0
"83",200.236490871448,0
"84",2.84370064812123,0
"85",305861.179978401,0
"86",127.686499730207,0
"87",36.0016997011561,0
"88",722230.929741133,0
"89",1350.55236831752,0
"90",372816.101150075,0
"91",226.277790722074,0
"92",50217.9612727487,0
"93",741.383679291881,0
"94",28504.7142052103,0
"95",1.65895310843613,0
"96",11201705.1191637,0
"97",2238.27758307638,0
"98",12979.1119322658,0
"99",2063823.72094466,0
"100",1320.34981273285,0
"101",1967.93203152624,0
"102",44545.0921561658,0
"103",10.7169420909109,0
"104",58654.7840090653,0
"105",8.35292332757427,0
"106",12.867419706984,0
"107",57.1269306466021,0
"108",304087.745328223,0
"109",50310.034790855,0
"110",111229828.637363,0
"111",1145.60707019981,0
"112",36202.1757076117,0
"113",11.8060494828288,0
"114",61.0225319372969,0
"115",3.5328179543588,0
"116",1.14614453600615,0
"117",9896.34877572893,0
"118",32.2922018325398,0
"119",46.0417053803419,0
"120",48.8616329173884,0
"121",2464.75376459925,0
"122",106.902834174869,0
"123",14.2639465126064,0
"124",44.0885088160079,0
"125",2107.25418269804,0
"126",2.2231126637774,0
"127",342.737230137046,0
"128",7739.89148618235,0
"129",29345.53622156,0
"130",260.798557083819,0
"131",11.8701118424708,0
"132",23127.1042198372,0
"133",212.710114146482,0
"134",588530.923127794,0
"135",263.657521517784,0
"136",3.09738955288909,0
"137",514441.391259849,0
"138",83.4665132317854,0
"139",8.93468168774805,0
"140",118.306967776019,0
"141",337.162174550362,0
"142",3113.54011452235,0
"143",1.81982806089412,0
"144",51.0308762596457,0
"145",1898.42024910472,0
"146",2.02572738220455,0
"147",22.3392647118305,0
"148",186.028673609161,0
"149",27405.1419909513,0
"150",1318.90220265145,0
"151",2.48806592829732,0
"152",597.363120542388,0
"153",3247.98856337822,0
"154",Inf,0
"155",426.981313743374,0
"156",70.0213613926966,0
"157",180926.782027903,0
"158",20.2591296996372,0
"159",1458.30565787606,0
"160",4.7277886094005,0
"161",228887.894771559,0
"162",4233110.63155589,0
"163",4701.48546896822,0
"164",33.714820305433,0
"165",37693.764408147,0
"166",390284.298772784,0
"167",9483.79520374443,0
"168",201.006074720672,0
"169",28073.8407765026,0
"170",7.87957517106299,0
"171",1.76011636607264,0
"172",1.11294204508702,0
"173",31.8213414682908,0
"174",129.129459876405,0
"175",4.68920840900406,0
"176",86.2410324339545,0
"177",160.497295490324,0
"178",2.57055912026631,0
"179",1977.14516268005,0
"180",35.2829391333243,0
"181",453845.288918644,0
"182",23962.8589895077,0
"183",9064.89807654817,0
"184",134624074.507852,0
"185",8.85624222811876,0
"186",2973.25318543894,0
"187",2407.91204019832,0
"188",346460.731630178,0
"189",3079.9973098416,0
"190",8.07580824488599,0
"191",1686.60273372603,0
"192",521872.881618043,0
"193",660863.363904008,0
"194",2708.40076549284,0
"195",797219.146050105,0
"196",7075.77018574662,0
"197",26352.5737222187,0
"198",2373.27877097697,0
"199",7.85874158725871,0
"200",468.320812798624,0
"201",1183.13888105424,0
"202",425.978947842315,0
"203",1.05067870903287,0
"204",3.22916634075678,0
"205",1262573486787.36,0
"206",101641.319052714,0
"207",631959.276905296,0
"208",3.49691083009596,0
"209",1.8671556026879,0
"210",7.65042694107241,0
"211",27116.5744843109,0
"212",8.01160524413272,0
"213",3036.45792663599,0
"214",1.13443664660418,0
"215",10760.7852708776,0
"216",633.724378650397,0
"217",319.000999468812,0
"218",37.3840798974011,0
"219",42977.410109739,0
"220",19106.1801084727,0
"221",11.2585397973054,0
"222",18.1122108872592,0
"223",248.453751853974,0
"224",247465.825407141,0
"225",5943.50761971532,0
"226",956.345115908396,0
"227",4.38571954366842,0
"228",51.2417506754423,0
"229",6421.49806121791,0
"230",71227.0321920316,0
"231",28691.4615073986,0
"232",4.21922546508464,0
"233",4488.25595677928,0
"234",16.1181777407133,0
"235",3.86615152753205,0
"236",97542.388975937,0
"237",78.3753647647556,0
"238",459.811876142931,0
"239",63905.4061021362,0
"240",115634.716675519,0
"241",13.7024374368296,0
"242",171779.692905444,0
"243",153016.246363351,0
"244",60615.604389039,0
"245",9159891.85825102,0
"246",201.632933684832,0
"247",3.23790576270337,0
"248",14.7494085111258,0
"249",1470218.73576905,0
"250",3.69343137250065,0
"251",3.13355905284288,0
"252",1787.57595594061,0
"253",4.03518691657029,0
"254",2246767.48222369,0
"255",54999.1347360246,0
"256",50.9732509629616,0
"257",375.028635974588,0
"258",3.41828879290352,0
"259",16.3638411588589,0
"260",2.24355300655572,0
"261",3845546.74399908,0
"262",116775.703947407,0
"263",10.9247817625872,0
"264",15.5680981363983,0
"265",1.16219802787615,0
"266",178961.294191563,0
"267",667.46848372733,0
"268",1.57024577736731,0
"269",23.940603902831,0
"270",12.0845734906051,0
"271",191.162028765465,0
"272",2.22427356830939,0
"273",2317.65809296446,0
"274",1075713.88782248,0
"275",3619.08684661407,0
"276",346430740566961,0
"277",54.5764215282069,0
"278",1.95484832812866,0
"279",1.95262835546383,0
"280",25418.377010465,0
"281",106.968616209964,0
"282",21.3536398024923,0
"283",44.7092004431485,0
"284",1341.03560984706,0
"285",5.07281223063582,0
"286",538.123708344648,0
"287",2.58757520566601,0
"288",119.614995188714,0
"289",99.5800732868633,0
"290",3953.0590132599,0
"291",1482.44857676147,0
"292",7080.51080307069,0
"293",596.642614980193,0
"294",23793194390.195,0
"295",16.0667305781879,0
"296",3.0116891918903,0
"297",1.68055018458798,0
"298",36578.3847017932,0
"299",136024.862083078,0
"300",17949803.9143206,0
"301",33498509.1084771,0
"302",500.301231942179,0
"303",166.910466065051,0
"304",6044.4962640026,0
"305",610.518855957892,0
"306",408.580291595688,0
"307",28.131548755693,0
"308",52.8404779442999,0
"309",531.584980229662,0
"310",88.5961007787108,0
"311",29.0176076292095,0
"312",77.5851446969965,0
"313",489.507599797393,0
"314",9.33377830236291,0
"315",202.068754907903,0
"316",4.48080243427887,0
"317",26094.3691471825,0
"318",110374.891759362,0
"319",1.08762586445584,0
"320",3.11827927152633,0
"321",9.5662509542482,0
"322",4.11380904605007,0
